Target_genes	NANOG|Average	SRX13365367|293	SRX13365368|293	SRX13441621|293	SRX13441622|293	SRX5286324|ES_cells	SRX5286325|ES_cells	SRX5286327|ES_cells	SRX5286328|ES_cells	SRX702044|hESC_derived_ectodermal_cells	SRX702037|hESC_derived_mesendodermal_cells	SRX702038|hESC_derived_mesendodermal_cells	SRX702042|hESC_derived_mesendodermal_cells	SRX702043|hESC_derived_mesendodermal_cells	SRX011617|hESC_H1	SRX011618|hESC_H1	SRX017277|hESC_H1	SRX100482|hESC_H1	SRX10448024|hESC_H1	SRX13437668|hESC_H1	SRX13437669|hESC_H1	SRX1303985|hESC_H9	SRX2881137|hESC_H9	SRX2881138|hESC_H9	SRX3288566|hESC_H9	SRX3288567|hESC_H9	SRX6101126|hESC_H9	SRX6101127|hESC_H9	SRX266862|hESC_HUES64	SRX266863|hESC_HUES64	SRX702036|hESC_HUES64	SRX702039|hESC_HUES64	SRX702040|hESC_HUES64	SRX702041|hESC_HUES64	SRX20532160|hESC_HUES8	SRX20532161|hESC_HUES8	SRX11783370|hESC_UCLA2	SRX11783372|hESC_UCLA2	SRX5286326|hESC_WIBR2	SRX5286329|hESC_WIBR2	SRX5457195|iPS_cells	SRX5457196|iPS_cells	SRX1424693|LNCAP	SRX1424694|LNCAP	SRX1424695|LNCAP	SRX1424696|LNCAP	SRX1424697|LNCAP	SRX10445282|Neural_crest_cells	SRX10445290|Neural_crest_cells	SRX10445300|Neural_crest_cells	SRX10445309|Neural_crest_cells	SRX11783374|PGCLC	SRX11783376|PGCLC	STRING
CCDC28B	18.384615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	236	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35F3	18.365385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	167	0	0	0	145	0	0	0	0	0	173	0	0	0	0	0	0	0	0
SH3PXD2A	18.365385	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	165	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	194	90	0	0	133	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS9BP	18.365385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTF3A	18.365385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	195	205	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FNDC1	18.365385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	383	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTLN	18.365385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	212	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD27	18.365385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROCK2	18.346154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	228	0	0	0	120	0	0	0	0	142	0	135	0	0	0	0	0	0	0
MGARP	18.346154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	194	0	0	86	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSR	18.346154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	266	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPC2	18.346154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	259	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COG6	18.346154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHST8	18.346154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	94	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	209	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSTD3	18.326923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	171	190	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEAD4	18.326923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOB	18.326923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRELID3B	18.326923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	236	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFSD13A	18.326923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL5C	18.326923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	251	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB8A	18.307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	139	120	0	0	0	0	0	0	134	176	0	0	171	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM250	18.307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC11A	18.307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	240	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIB2	18.307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA3	18.307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	104	183	0	0	0	0	0	0	254	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC6L	18.307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	220	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf34	18.307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	171	0	0	155	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR3	18.307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	227	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAB2	18.288462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCUB	18.288462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	111	138	0	0	0	0	0	0	189	136	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP5F1D	18.288462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP2A2	18.288462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL4	18.288462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	229	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLPP5	18.269231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	297	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDZD2	18.269231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	288	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM168B	18.269231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYND12	18.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	179	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM95	18.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTF1	18.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	263	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKAA2	18.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	239	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPCS	18.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	179	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHH2	18.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	163	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX7	18.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	229	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGBP1	18.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	230	210	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2AC16	18.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	83	0	0	0	103	130	0	0	0	0	0	0	90	98	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR44	18.230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	146	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFX2	18.230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBEAL2	18.230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALNT11	18.230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	161	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBLL1	18.230769	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	599	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHRS7	18.230769	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	246	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIFM2	18.230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIFM1	18.230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	182	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF880	18.211538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PABPC1	18.211538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	337	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOP53	18.211538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	229	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS3ST3B1	18.211538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO30	18.211538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	250	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DYNC1H1	18.211538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRDL2	18.211538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0
SMC1A	18.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	154	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIBC1	18.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	154	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCRS1	18.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	88	0	0	91	0	0	0	0	0	0	214	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LGR5	18.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	99	103	0	0	334	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HENMT1	18.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	217	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABLES2	18.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATMIN	18.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD13	18.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	231	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF449	18.173077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	234	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NME5	18.173077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	198	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIPSNAP3A	18.173077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	198	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOB3B	18.173077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	294	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2F1	18.173077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHN1	18.173077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	288	0	0	118	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDKN2C	18.173077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	194	0	0	0	93	0	0	0	0	0	0	0	0	125	0	0	0	0	0
TRA2A	18.153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL26L1	18.153846	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	71	96	0	0	0	0	0	0	272	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPIN3	18.153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	206	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFR3A	18.153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	204	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBNDD2	18.153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	183	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPC1	18.134615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	237	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIB3	18.134615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	185	124	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBXT	18.134615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0
HERC4	18.134615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	202	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EHD1	18.134615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHISA5	18.115385	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSRA	18.115385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	286	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNF4A	18.115385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	0	0	0	0	0	0	0	125	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HES1	18.115385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	266	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HASPIN	18.115385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	261	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYGD	18.115385	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	149	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUSC3	18.096154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	180	226	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMCHD1	18.096154	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRUNE1	18.096154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MINDY1	18.096154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSF5	18.096154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	289	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FIS1	18.096154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMERB1	18.096154	176	221	117	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBS5	18.096154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3KBP1	18.076923	0	0	0	0	0	0	109	0	0	0	0	0	0	197	0	153	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LSM1	18.076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAM	18.057692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	206	0	0	136	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTN3	18.057692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R37	18.057692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0
HIVEP1	18.057692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFR3B	18.057692	0	123	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPEB1	18.057692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	210	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLA3	18.057692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF774	18.038462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VMO1	18.038462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAMP8	18.038462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTMT1	18.038462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
